pollster,state,sample_size,methodology,population,candidate_name,party,pct,pollster_rating_name,election_date,poll_start_date,poll_end_date,supports_candidate
YouGov,Texas,781,Text,rv,Kamala Harris,DEM,50.84804956099072,A,2024-11-05,2024-09-24,2024-10-09,yes
ActiVote,Texas,639,Online Panel,rv,Donald Trump,REP,46.779699964679374,B,2024-11-05,2024-09-11,2024-10-10,no
YouGov,Ohio,1437,App Panel,lv,Kamala Harris,DEM,42.088822878413374,A+,2024-11-05,2024-09-21,2024-10-08,no
InsiderAdvantage,Florida,742,Text,lv,Donald Trump,REP,48.710974211391644,C,2024-11-05,2024-09-17,2024-10-10,no
YouGov,Texas,1346,Text,lv,Kamala Harris,DEM,54.379442946887835,B,2024-11-05,2024-09-07,2024-10-10,yes
YouGov,Pennsylvania,714,App Panel,rv,Kamala Harris,DEM,51.184916176751116,A,2024-11-05,2024-09-08,2024-10-08,yes
YouGov,Arizona,1257,Online Panel,rv,Donald Trump,REP,61.25035613025958,C,2024-11-05,2024-09-06,2024-10-10,yes
YouGov,Ohio,921,Online Panel,lv,Kamala Harris,DEM,49.779935476583184,C,2024-11-05,2024-09-06,2024-10-09,no
YouGov,Arizona,995,App Panel,lv,Donald Trump,REP,46.863910786253065,A+,2024-11-05,2024-09-09,2024-10-10,no
InsiderAdvantage,Florida,1054,Online Panel,lv,Donald Trump,REP,45.40703650378678,A,2024-11-05,2024-09-20,2024-10-08,no
InsiderAdvantage,Ohio,638,Online Panel,rv,Donald Trump,REP,51.00992838521324,C,2024-11-05,2024-09-17,2024-10-10,yes
InsiderAdvantage,Ohio,1099,App Panel,rv,Donald Trump,REP,50.64724301120173,A,2024-11-05,2024-09-11,2024-10-08,yes
ActiVote,Pennsylvania,816,Text,lv,Jill Stein,GRE,56.99260565977476,B,2024-11-05,2024-10-01,2024-10-08,yes
YouGov,Pennsylvania,425,Online Panel,lv,Jill Stein,GRE,49.93753231090929,A+,2024-11-05,2024-09-11,2024-10-09,no
InsiderAdvantage,Texas,758,App Panel,lv,Kamala Harris,DEM,49.87607525968991,A+,2024-11-05,2024-09-29,2024-10-08,no
ActiVote,Texas,1195,Online Panel,rv,Donald Trump,REP,43.98247552353102,A,2024-11-05,2024-10-01,2024-10-10,no
InsiderAdvantage,Texas,1390,Online Panel,rv,Donald Trump,REP,48.922990609265845,B,2024-11-05,2024-10-05,2024-10-08,no
ActiVote,Pennsylvania,1130,App Panel,rv,Kamala Harris,DEM,49.41728472808235,A,2024-11-05,2024-09-16,2024-10-08,no
YouGov,Arizona,857,App Panel,rv,Jill Stein,GRE,57.53790650111344,A+,2024-11-05,2024-10-02,2024-10-10,yes
ActiVote,Texas,1448,Online Panel,lv,Jill Stein,GRE,51.19865826571221,A+,2024-11-05,2024-10-02,2024-10-10,yes
YouGov,Ohio,737,App Panel,rv,Donald Trump,REP,49.19842308563481,A,2024-11-05,2024-09-12,2024-10-10,no
InsiderAdvantage,Ohio,1381,Online Panel,rv,Donald Trump,REP,62.08366521118656,B,2024-11-05,2024-10-02,2024-10-08,yes
InsiderAdvantage,Pennsylvania,1005,Online Panel,lv,Donald Trump,REP,46.900318564587266,C,2024-11-05,2024-09-08,2024-10-08,no
YouGov,Pennsylvania,785,App Panel,lv,Jill Stein,GRE,48.93078312596498,B,2024-11-05,2024-09-27,2024-10-08,no
YouGov,Florida,463,App Panel,rv,Kamala Harris,DEM,50.57325792784495,B,2024-11-05,2024-09-22,2024-10-09,yes
YouGov,Ohio,1124,Text,lv,Kamala Harris,DEM,54.90856137704103,A,2024-11-05,2024-09-01,2024-10-08,yes
ActiVote,Florida,950,App Panel,lv,Donald Trump,REP,47.675122616201236,A,2024-11-05,2024-09-20,2024-10-10,no
ActiVote,Ohio,661,App Panel,rv,Jill Stein,GRE,57.42003774797332,C,2024-11-05,2024-09-18,2024-10-09,yes
ActiVote,Texas,1240,Online Panel,lv,Donald Trump,REP,48.082650266950125,B,2024-11-05,2024-09-18,2024-10-10,no
YouGov,Arizona,1165,App Panel,lv,Donald Trump,REP,48.7398735470472,A,2024-11-05,2024-09-03,2024-10-10,no
YouGov,Arizona,1218,Text,lv,Kamala Harris,DEM,47.49264712275367,A,2024-11-05,2024-09-29,2024-10-08,no
InsiderAdvantage,Arizona,1488,Online Panel,lv,Jill Stein,GRE,50.26555773939761,B,2024-11-05,2024-09-02,2024-10-10,yes
ActiVote,Texas,858,Text,lv,Jill Stein,GRE,46.72254161338681,C,2024-11-05,2024-09-09,2024-10-08,no
ActiVote,Arizona,914,App Panel,lv,Kamala Harris,DEM,51.973289169608556,A+,2024-11-05,2024-09-09,2024-10-10,yes
ActiVote,Pennsylvania,1473,App Panel,lv,Kamala Harris,DEM,44.784484001009716,A,2024-11-05,2024-09-03,2024-10-08,no
InsiderAdvantage,Ohio,702,App Panel,rv,Kamala Harris,DEM,53.607506684398,C,2024-11-05,2024-09-11,2024-10-10,yes
ActiVote,Texas,984,Text,lv,Jill Stein,GRE,49.57878247218369,B,2024-11-05,2024-09-26,2024-10-10,no
YouGov,Arizona,1226,Online Panel,rv,Donald Trump,REP,47.61875700553799,B,2024-11-05,2024-09-20,2024-10-09,no
YouGov,Ohio,567,App Panel,lv,Donald Trump,REP,53.55656750585917,A+,2024-11-05,2024-09-08,2024-10-08,yes
InsiderAdvantage,Pennsylvania,1223,App Panel,lv,Donald Trump,REP,49.23088781375688,A,2024-11-05,2024-09-23,2024-10-09,no
InsiderAdvantage,Florida,1090,Text,rv,Donald Trump,REP,47.96174019885475,B,2024-11-05,2024-09-13,2024-10-09,no
InsiderAdvantage,Texas,1404,Text,lv,Donald Trump,REP,45.82559830224733,C,2024-11-05,2024-10-03,2024-10-09,no
YouGov,Arizona,1391,Online Panel,rv,Jill Stein,GRE,51.67723953671836,B,2024-11-05,2024-09-13,2024-10-10,yes
YouGov,Pennsylvania,874,App Panel,rv,Donald Trump,REP,57.84215064904048,C,2024-11-05,2024-09-15,2024-10-10,yes
YouGov,Texas,578,App Panel,rv,Donald Trump,REP,52.338668070418755,A,2024-11-05,2024-09-24,2024-10-10,yes
ActiVote,Texas,946,Online Panel,lv,Donald Trump,REP,49.01786439852649,A,2024-11-05,2024-09-22,2024-10-08,no
YouGov,Pennsylvania,1342,Text,rv,Kamala Harris,DEM,48.85510630075434,C,2024-11-05,2024-09-26,2024-10-10,no
YouGov,Florida,786,Online Panel,rv,Donald Trump,REP,52.97083328137045,A,2024-11-05,2024-09-07,2024-10-09,yes
InsiderAdvantage,Florida,583,App Panel,lv,Donald Trump,REP,51.12204412637133,A+,2024-11-05,2024-09-21,2024-10-08,yes
YouGov,Ohio,1319,App Panel,rv,Donald Trump,REP,55.459498345159,A,2024-11-05,2024-09-29,2024-10-10,yes
InsiderAdvantage,Florida,545,App Panel,rv,Donald Trump,REP,53.357355077279884,A,2024-11-05,2024-10-07,2024-10-10,yes
YouGov,Ohio,529,Text,rv,Jill Stein,GRE,46.051950238705636,C,2024-11-05,2024-09-10,2024-10-09,no
InsiderAdvantage,Florida,725,Text,lv,Kamala Harris,DEM,39.99675492149079,A+,2024-11-05,2024-10-01,2024-10-08,no
YouGov,Ohio,1213,Online Panel,rv,Jill Stein,GRE,55.20669294337055,C,2024-11-05,2024-09-30,2024-10-09,yes
YouGov,Florida,551,App Panel,rv,Donald Trump,REP,51.06943011577567,A,2024-11-05,2024-09-24,2024-10-10,yes
ActiVote,Pennsylvania,1448,Text,lv,Donald Trump,REP,50.66809915860267,A+,2024-11-05,2024-09-06,2024-10-10,yes
ActiVote,Texas,1154,Text,lv,Donald Trump,REP,44.71267237703525,B,2024-11-05,2024-10-03,2024-10-08,no
YouGov,Pennsylvania,1046,App Panel,rv,Jill Stein,GRE,43.63139836866257,C,2024-11-05,2024-10-04,2024-10-10,no
YouGov,Florida,513,Online Panel,lv,Jill Stein,GRE,52.06489587789757,A+,2024-11-05,2024-09-08,2024-10-10,yes
InsiderAdvantage,Pennsylvania,544,Text,rv,Jill Stein,GRE,47.36263473241355,A,2024-11-05,2024-09-18,2024-10-08,no
InsiderAdvantage,Arizona,1183,App Panel,rv,Donald Trump,REP,48.44365552438174,A,2024-11-05,2024-09-01,2024-10-08,no
ActiVote,Ohio,818,App Panel,lv,Jill Stein,GRE,46.24475166815141,B,2024-11-05,2024-09-30,2024-10-08,no
YouGov,Ohio,1443,Online Panel,lv,Kamala Harris,DEM,55.77540226807608,A,2024-11-05,2024-09-20,2024-10-09,yes
YouGov,Florida,898,Text,rv,Kamala Harris,DEM,54.29428465934454,A,2024-11-05,2024-09-07,2024-10-08,yes
InsiderAdvantage,Ohio,1154,Text,lv,Kamala Harris,DEM,43.75650533690717,A,2024-11-05,2024-09-06,2024-10-09,no
YouGov,Texas,722,Online Panel,rv,Jill Stein,GRE,49.664726470252084,A,2024-11-05,2024-09-06,2024-10-09,no
ActiVote,Arizona,781,Online Panel,rv,Kamala Harris,DEM,52.65902829029132,A+,2024-11-05,2024-09-16,2024-10-09,yes
InsiderAdvantage,Texas,494,Online Panel,rv,Kamala Harris,DEM,46.924125826941896,A,2024-11-05,2024-10-07,2024-10-10,no
YouGov,Arizona,463,Text,rv,Kamala Harris,DEM,50.37553493347941,B,2024-11-05,2024-09-11,2024-10-08,yes
ActiVote,Texas,1066,Online Panel,lv,Donald Trump,REP,56.77379520718878,A+,2024-11-05,2024-09-18,2024-10-09,yes
ActiVote,Ohio,884,Online Panel,lv,Jill Stein,GRE,44.52543949468664,C,2024-11-05,2024-09-14,2024-10-10,no
YouGov,Ohio,826,Online Panel,lv,Jill Stein,GRE,50.45560690070665,B,2024-11-05,2024-09-21,2024-10-09,yes
ActiVote,Texas,825,Online Panel,lv,Jill Stein,GRE,52.841987993579856,A,2024-11-05,2024-09-25,2024-10-08,yes
InsiderAdvantage,Ohio,634,Online Panel,lv,Donald Trump,REP,58.25519986298385,C,2024-11-05,2024-10-03,2024-10-08,yes
ActiVote,Texas,1012,App Panel,lv,Donald Trump,REP,50.97260351048126,B,2024-11-05,2024-09-26,2024-10-10,yes
ActiVote,Texas,1240,Text,lv,Jill Stein,GRE,49.95427202597594,A+,2024-11-05,2024-09-08,2024-10-09,no
ActiVote,Ohio,1217,App Panel,rv,Kamala Harris,DEM,57.79878956332458,C,2024-11-05,2024-10-01,2024-10-10,yes
ActiVote,Pennsylvania,1236,Text,rv,Jill Stein,GRE,53.113165149232,A+,2024-11-05,2024-10-06,2024-10-10,yes
YouGov,Texas,1204,App Panel,rv,Donald Trump,REP,51.090248434567535,A,2024-11-05,2024-09-08,2024-10-09,yes
YouGov,Ohio,1017,Text,lv,Jill Stein,GRE,49.94008546040419,C,2024-11-05,2024-10-06,2024-10-10,no
ActiVote,Arizona,1094,Text,lv,Donald Trump,REP,51.18321569208405,C,2024-11-05,2024-09-16,2024-10-09,yes
ActiVote,Arizona,743,Online Panel,rv,Jill Stein,GRE,54.29691727359471,C,2024-11-05,2024-09-26,2024-10-10,yes
ActiVote,Texas,613,Online Panel,lv,Kamala Harris,DEM,48.25244706536845,A+,2024-11-05,2024-10-02,2024-10-08,no
ActiVote,Ohio,1352,App Panel,lv,Jill Stein,GRE,48.53955859771124,C,2024-11-05,2024-09-17,2024-10-09,no
InsiderAdvantage,Ohio,899,App Panel,rv,Jill Stein,GRE,50.99946225156932,A+,2024-11-05,2024-09-08,2024-10-10,yes
InsiderAdvantage,Texas,1372,Online Panel,rv,Donald Trump,REP,51.31926987660108,A+,2024-11-05,2024-09-09,2024-10-09,yes
YouGov,Arizona,1471,Online Panel,rv,Donald Trump,REP,56.33867197340281,C,2024-11-05,2024-09-03,2024-10-10,yes
ActiVote,Pennsylvania,502,App Panel,rv,Jill Stein,GRE,52.26790963967762,A,2024-11-05,2024-09-19,2024-10-10,yes
ActiVote,Texas,793,Text,rv,Donald Trump,REP,57.15741258345517,C,2024-11-05,2024-09-13,2024-10-10,yes
ActiVote,Pennsylvania,854,Online Panel,rv,Jill Stein,GRE,48.80588130573014,A+,2024-11-05,2024-09-07,2024-10-08,no
InsiderAdvantage,Arizona,501,Text,lv,Donald Trump,REP,51.72613351413159,A+,2024-11-05,2024-09-02,2024-10-08,yes
InsiderAdvantage,Arizona,1364,Online Panel,lv,Kamala Harris,DEM,41.34315028773722,A+,2024-11-05,2024-09-04,2024-10-09,no
ActiVote,Pennsylvania,1152,App Panel,lv,Donald Trump,REP,54.40722271149487,C,2024-11-05,2024-09-23,2024-10-08,yes
InsiderAdvantage,Pennsylvania,692,Online Panel,rv,Jill Stein,GRE,54.53303227960839,B,2024-11-05,2024-09-19,2024-10-08,yes
InsiderAdvantage,Arizona,1411,App Panel,rv,Donald Trump,REP,42.36816314412117,A+,2024-11-05,2024-09-09,2024-10-08,no
ActiVote,Ohio,1252,App Panel,rv,Jill Stein,GRE,45.715683309993146,C,2024-11-05,2024-10-05,2024-10-08,no
ActiVote,Texas,835,Text,rv,Donald Trump,REP,40.84657173106536,C,2024-11-05,2024-09-14,2024-10-09,no
YouGov,Florida,1486,Text,lv,Jill Stein,GRE,44.91112973608009,A+,2024-11-05,2024-09-26,2024-10-09,no
ActiVote,Arizona,704,App Panel,rv,Jill Stein,GRE,51.051756305422444,A,2024-11-05,2024-09-17,2024-10-10,yes
ActiVote,Pennsylvania,1114,Text,lv,Donald Trump,REP,57.065230727946314,C,2024-11-05,2024-09-28,2024-10-09,yes
InsiderAdvantage,Pennsylvania,1047,Text,lv,Donald Trump,REP,53.57680465270189,A+,2024-11-05,2024-09-07,2024-10-10,yes
ActiVote,Florida,925,App Panel,lv,Kamala Harris,DEM,49.908397669594365,A,2024-11-05,2024-10-07,2024-10-10,no
YouGov,Pennsylvania,705,App Panel,rv,Donald Trump,REP,62.10458726315336,C,2024-11-05,2024-09-13,2024-10-09,yes
ActiVote,Arizona,948,Text,rv,Kamala Harris,DEM,56.454134145243756,A+,2024-11-05,2024-09-09,2024-10-08,yes
YouGov,Texas,750,App Panel,rv,Jill Stein,GRE,53.029628919684036,A,2024-11-05,2024-10-04,2024-10-10,yes
ActiVote,Florida,1065,App Panel,lv,Donald Trump,REP,52.16079639110506,B,2024-11-05,2024-09-19,2024-10-09,yes
ActiVote,Florida,823,App Panel,rv,Donald Trump,REP,61.17760981799686,B,2024-11-05,2024-09-15,2024-10-10,yes
InsiderAdvantage,Florida,815,App Panel,rv,Donald Trump,REP,54.07522999583372,B,2024-11-05,2024-09-14,2024-10-09,yes
YouGov,Texas,983,Online Panel,lv,Donald Trump,REP,47.102210903877,C,2024-11-05,2024-09-02,2024-10-08,no
InsiderAdvantage,Texas,1230,App Panel,lv,Donald Trump,REP,55.83848541763844,C,2024-11-05,2024-09-04,2024-10-10,yes
ActiVote,Ohio,595,App Panel,lv,Donald Trump,REP,46.07761698571873,C,2024-11-05,2024-09-20,2024-10-10,no
YouGov,Pennsylvania,650,Text,rv,Kamala Harris,DEM,50.90655425917471,C,2024-11-05,2024-09-25,2024-10-10,yes
InsiderAdvantage,Arizona,1500,Text,lv,Jill Stein,GRE,50.55346952071806,B,2024-11-05,2024-10-03,2024-10-09,yes
ActiVote,Texas,1262,App Panel,rv,Kamala Harris,DEM,49.68130511375408,B,2024-11-05,2024-10-01,2024-10-09,no
YouGov,Ohio,1104,Text,lv,Donald Trump,REP,50.45863719393689,A+,2024-11-05,2024-10-07,2024-10-09,yes
ActiVote,Pennsylvania,675,Online Panel,rv,Donald Trump,REP,47.65712980008794,C,2024-11-05,2024-10-03,2024-10-10,no
ActiVote,Ohio,1186,App Panel,lv,Kamala Harris,DEM,51.608820166389016,A+,2024-11-05,2024-09-12,2024-10-09,yes
ActiVote,Ohio,564,Online Panel,rv,Kamala Harris,DEM,61.295598562798816,A,2024-11-05,2024-09-11,2024-10-09,yes
InsiderAdvantage,Pennsylvania,969,Online Panel,lv,Jill Stein,GRE,52.87609585091046,A,2024-11-05,2024-09-01,2024-10-08,yes
InsiderAdvantage,Ohio,534,App Panel,lv,Donald Trump,REP,44.66307452768886,B,2024-11-05,2024-09-19,2024-10-08,no
YouGov,Florida,1349,App Panel,rv,Kamala Harris,DEM,44.01147341153727,A,2024-11-05,2024-10-02,2024-10-08,no
YouGov,Texas,646,Online Panel,lv,Donald Trump,REP,53.669428634505174,A+,2024-11-05,2024-09-30,2024-10-10,yes
InsiderAdvantage,Florida,821,App Panel,rv,Jill Stein,GRE,44.933529309302365,B,2024-11-05,2024-09-28,2024-10-10,no
ActiVote,Arizona,1360,Text,rv,Donald Trump,REP,50.23458080984656,B,2024-11-05,2024-10-07,2024-10-09,yes
YouGov,Florida,1422,App Panel,rv,Donald Trump,REP,44.381492557045995,A,2024-11-05,2024-09-04,2024-10-08,no
InsiderAdvantage,Pennsylvania,858,Online Panel,rv,Jill Stein,GRE,54.86035119574747,B,2024-11-05,2024-09-10,2024-10-09,yes
InsiderAdvantage,Florida,976,Online Panel,rv,Donald Trump,REP,45.23554944155415,A+,2024-11-05,2024-10-07,2024-10-08,no
YouGov,Arizona,1287,Online Panel,lv,Kamala Harris,DEM,52.31244348414969,A+,2024-11-05,2024-10-06,2024-10-10,yes
ActiVote,Ohio,1467,Online Panel,rv,Kamala Harris,DEM,60.274055164315115,A,2024-11-05,2024-09-06,2024-10-08,yes
InsiderAdvantage,Pennsylvania,783,Online Panel,lv,Kamala Harris,DEM,42.60271845371963,A+,2024-11-05,2024-09-12,2024-10-09,no
ActiVote,Florida,520,Online Panel,lv,Kamala Harris,DEM,46.68913558777159,A+,2024-11-05,2024-09-01,2024-10-09,no
InsiderAdvantage,Pennsylvania,1000,App Panel,lv,Jill Stein,GRE,53.012992451969744,A,2024-11-05,2024-09-23,2024-10-09,yes
YouGov,Florida,538,Online Panel,lv,Jill Stein,GRE,51.3318183748212,A+,2024-11-05,2024-09-20,2024-10-09,yes
ActiVote,Ohio,1175,App Panel,rv,Donald Trump,REP,48.214777266944054,B,2024-11-05,2024-09-07,2024-10-09,no
ActiVote,Pennsylvania,945,Online Panel,lv,Kamala Harris,DEM,54.097169549809536,B,2024-11-05,2024-09-16,2024-10-08,yes
InsiderAdvantage,Pennsylvania,1289,Online Panel,lv,Kamala Harris,DEM,51.01976933977509,B,2024-11-05,2024-09-21,2024-10-08,yes
YouGov,Pennsylvania,1304,Online Panel,lv,Kamala Harris,DEM,54.83133793227408,C,2024-11-05,2024-09-24,2024-10-08,yes
InsiderAdvantage,Florida,1410,App Panel,lv,Kamala Harris,DEM,52.16033118498564,A+,2024-11-05,2024-09-29,2024-10-09,yes
YouGov,Arizona,539,App Panel,lv,Donald Trump,REP,46.69189299228036,A+,2024-11-05,2024-09-24,2024-10-09,no
InsiderAdvantage,Pennsylvania,1276,Online Panel,rv,Donald Trump,REP,48.83602335861316,B,2024-11-05,2024-09-01,2024-10-08,no
ActiVote,Pennsylvania,456,Text,lv,Donald Trump,REP,50.659539245813896,C,2024-11-05,2024-09-16,2024-10-08,yes
YouGov,Arizona,1495,Online Panel,rv,Jill Stein,GRE,41.66778816560789,B,2024-11-05,2024-09-24,2024-10-08,no
YouGov,Florida,808,Text,lv,Jill Stein,GRE,49.60737236896004,C,2024-11-05,2024-10-06,2024-10-10,no
InsiderAdvantage,Texas,790,App Panel,lv,Donald Trump,REP,53.3337912785138,A,2024-11-05,2024-09-13,2024-10-10,yes
YouGov,Arizona,559,Online Panel,rv,Kamala Harris,DEM,51.139070128264976,C,2024-11-05,2024-10-07,2024-10-10,yes
YouGov,Arizona,848,Text,rv,Jill Stein,GRE,48.148987463469574,A,2024-11-05,2024-09-13,2024-10-09,no
InsiderAdvantage,Texas,643,Online Panel,rv,Jill Stein,GRE,44.738988923975185,A+,2024-11-05,2024-09-21,2024-10-08,no
InsiderAdvantage,Florida,701,Text,lv,Kamala Harris,DEM,46.783246807082065,A+,2024-11-05,2024-09-02,2024-10-08,no
YouGov,Florida,1326,Text,lv,Kamala Harris,DEM,50.865061889357364,A+,2024-11-05,2024-09-08,2024-10-09,yes
ActiVote,Ohio,1457,Text,rv,Kamala Harris,DEM,53.45047186086315,A,2024-11-05,2024-10-03,2024-10-09,yes
YouGov,Texas,809,Text,rv,Kamala Harris,DEM,53.39727238209224,A,2024-11-05,2024-09-06,2024-10-08,yes
ActiVote,Florida,1425,Online Panel,rv,Donald Trump,REP,48.59045016969226,A,2024-11-05,2024-09-16,2024-10-09,no
ActiVote,Ohio,828,Text,rv,Kamala Harris,DEM,49.69012395719535,B,2024-11-05,2024-09-22,2024-10-10,no
ActiVote,Ohio,604,Text,rv,Jill Stein,GRE,51.92871380084019,A,2024-11-05,2024-09-12,2024-10-08,yes
InsiderAdvantage,Ohio,819,Online Panel,rv,Donald Trump,REP,43.81863849530676,A,2024-11-05,2024-09-14,2024-10-08,no
ActiVote,Florida,1128,Text,lv,Kamala Harris,DEM,47.30387268146331,A+,2024-11-05,2024-09-06,2024-10-09,no
InsiderAdvantage,Florida,465,Text,lv,Donald Trump,REP,54.829359030324724,A,2024-11-05,2024-10-02,2024-10-10,yes
ActiVote,Texas,1461,App Panel,lv,Donald Trump,REP,47.1756420573646,A+,2024-11-05,2024-09-03,2024-10-09,no
ActiVote,Florida,1292,Text,lv,Donald Trump,REP,37.82169621677756,B,2024-11-05,2024-09-12,2024-10-09,no
YouGov,Pennsylvania,1476,Text,rv,Kamala Harris,DEM,47.773322568255445,A+,2024-11-05,2024-09-01,2024-10-10,no
ActiVote,Pennsylvania,1366,Online Panel,lv,Donald Trump,REP,56.261987075372275,C,2024-11-05,2024-09-28,2024-10-10,yes
ActiVote,Texas,699,Text,rv,Kamala Harris,DEM,45.56760394317453,C,2024-11-05,2024-10-04,2024-10-08,no
ActiVote,Pennsylvania,1462,Online Panel,lv,Donald Trump,REP,51.844089097978184,A,2024-11-05,2024-09-19,2024-10-08,yes
ActiVote,Texas,1388,Text,rv,Jill Stein,GRE,51.23235905839411,B,2024-11-05,2024-10-05,2024-10-09,yes
ActiVote,Ohio,681,Text,rv,Kamala Harris,DEM,49.88164728175441,B,2024-11-05,2024-09-12,2024-10-09,no
ActiVote,Florida,578,Text,rv,Donald Trump,REP,51.07183741324211,C,2024-11-05,2024-09-21,2024-10-08,yes
InsiderAdvantage,Texas,1451,Text,lv,Jill Stein,GRE,52.7026651691754,A,2024-11-05,2024-09-30,2024-10-08,yes
InsiderAdvantage,Ohio,1164,Text,lv,Donald Trump,REP,50.667778295907695,B,2024-11-05,2024-10-06,2024-10-09,yes
YouGov,Ohio,1124,Online Panel,rv,Jill Stein,GRE,47.800044650341654,A,2024-11-05,2024-10-06,2024-10-09,no
InsiderAdvantage,Florida,585,Text,rv,Kamala Harris,DEM,43.83026634088529,B,2024-11-05,2024-09-22,2024-10-09,no
YouGov,Florida,640,App Panel,rv,Kamala Harris,DEM,49.846467938255536,A,2024-11-05,2024-09-12,2024-10-08,no
YouGov,Florida,631,Text,lv,Kamala Harris,DEM,60.280969584720054,B,2024-11-05,2024-09-20,2024-10-08,yes
InsiderAdvantage,Florida,496,Text,lv,Kamala Harris,DEM,43.32546991918856,A+,2024-11-05,2024-09-05,2024-10-08,no
ActiVote,Florida,891,App Panel,rv,Jill Stein,GRE,52.00897715057986,B,2024-11-05,2024-09-30,2024-10-09,yes
